"first_last","province","gender","year_of_birth","year_of_death","year","exit_year","party","gen_cohort","year_range","years_total","sessions_total","start_year","age_start"
"gaston_desjardins","Quebec","m",1932,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,41
"serge_deslieres","Quebec","m",1947,2020,1994,2008,"Parti Quebecois","Babyboom","1943-1960",14,28,1994,47
"francois_desrochers","Quebec","m",1970,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,37
"gerard_deziel","Quebec","m",1927,1984,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,46
"jeanpaul_diamond","Quebec","m",1940,NA,2008,2014,"Liberal","Silent","1925-1942",6,12,2008,68
"simonpierre_diamond","Quebec","m",1985,NA,2007,2008,"Action Democratique du Quebec","Millenial","1982-2004",1,2,2007,22
"leandre_dion","Quebec","m",1937,NA,1994,2007,"Parti Quebecois","Silent","1925-1942",13,26,1994,57
"france_dionne","Quebec","f",1953,NA,1985,1997,"Liberal","Babyboom","1943-1960",12,24,1985,32
"rita_dionnemarsolais","Quebec","f",1947,NA,1994,2008,"Parti Quebecois","Babyboom","1943-1960",14,28,1994,47
"jean_domingue","Quebec","m",1962,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,45
"catherine_dorion","Quebec","f",1982,NA,2018,2024,"Quebec Solidaire","Millenial","1982-2004",6,12,2018,36
"eric_dorion","Quebec","m",1970,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,37
"joan_dougherty","Quebec","f",1927,NA,1981,1989,"Liberal","Silent","1925-1942",8,16,1981,54
"danielle_doyer","Quebec","f",1951,NA,1994,2012,"Parti Quebecois","Babyboom","1943-1960",18,36,1994,43
"rejean_doyon","Quebec","m",1937,NA,1981,1994,"Liberal","Silent","1925-1942",13,26,1981,44
"bernard_drainville","Quebec","m",1963,NA,2007,2016,"Parti Quebecois","GenerationX","1961-1981",9,18,2007,44
"andre_drolet","Quebec","m",1954,NA,2008,2018,"Liberal","Babyboom","1943-1960",10,20,2008,54
"antoine_drolet","Quebec","m",1940,2019,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,30
"thomas_drummond","Quebec","m",1930,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,40
"christian_dube","Quebec","m",1956,NA,2012,2014,"Coalition Avenir Quebec","Babyboom","1943-1960",2,4,2012,56
"claude_dubois","Quebec","m",1931,NA,1976,1989,"Union Nationale","Silent","1925-1942",13,26,1976,45
"emmanuel_dubourg","Quebec","m",1958,NA,2007,2013,"Liberal","Babyboom","1943-1960",6,12,2007,49
"jean_dubuc","Quebec","m",1941,NA,2003,2007,"Liberal","Silent","1925-1942",4,8,2003,62
"pierre_duchesne","Quebec","m",1964,NA,2012,2014,"Parti Quebecois","GenerationX","1961-1981",2,4,2012,48
"jacques_duchesneau","Quebec","m",1949,NA,2012,2014,"Coalition Avenir Quebec","Babyboom","1943-1960",2,4,2012,63
"francis_dufour","Quebec","m",1929,2020,1985,1996,"Parti Quebecois","Silent","1925-1942",11,22,1985,56
"marjolain_dufour","Quebec","m",1958,NA,2003,2015,"Parti Quebecois","Babyboom","1943-1960",12,24,2003,45
"pierre_dufour","Quebec","m",1965,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,53
"normand_duguay","Quebec","m",1941,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,53
"yves_duhaime","Quebec","m",1939,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,37
"bernard_dumont","Quebec","m",1927,1974,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,43
"mario_dumont","Quebec","m",1970,NA,1994,2009,"Action Democratique du Quebec","GenerationX","1961-1981",15,30,1994,24
"maurice_dupre","Quebec","m",1937,2006,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,44
"jacques_dupuis","Quebec","m",1948,NA,1998,2010,"Liberal","Babyboom","1943-1960",12,24,1998,50
"luce_dupuis","Quebec","f",1940,NA,1989,1994,"Parti Quebecois","Silent","1925-1942",5,10,1989,49
"roland_dussault","Quebec","m",1940,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,36
"sam_elkas","Quebec","m",1938,NA,1989,1994,"Liberal","Silent","1925-1942",5,10,1989,51
"jeanbernard_emond","Quebec","m",1969,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,49
"joseph_facal","Quebec","m",1961,NA,1994,2003,"Parti Quebecois","GenerationX","1961-1981",9,18,1994,33
"elie_fallu","Quebec","m",1932,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,44
"georges_farrah","Quebec","m",1957,NA,1985,1998,"Liberal","Babyboom","1943-1960",13,26,1985,28
"luc_ferland","Quebec","m",1955,NA,2007,2014,"Parti Quebecois","Babyboom","1943-1960",7,14,2007,52
"claude_filion","Quebec","m",1945,2004,1985,1989,"Parti Quebecois","Babyboom","1943-1960",4,8,1985,40
"jean_filion","Quebec","m",1951,NA,1989,1998,"Parti Quebecois","Babyboom","1943-1960",9,18,1989,38
"pierre_fitzgibbon","Quebec","m",1954,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,64
"antonio_flamand","Quebec","m",1933,NA,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,33
"serge_fontaine","Quebec","m",1947,NA,1976,1981,"Union Nationale","Babyboom","1943-1960",5,10,1976,29
"andres_fontecilla","Quebec","m",1967,NA,2018,2024,"Quebec Solidaire","GenerationX","1961-1981",6,12,2018,51
"claude_forget","Quebec","m",1936,NA,1973,1981,"Liberal","Silent","1925-1942",8,16,1973,37
"paulandre_forget","Quebec","m",1931,2002,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,54
"pierre_fortier","Quebec","m",1932,2019,1976,1989,"Liberal","Silent","1925-1942",13,26,1976,44
"andre_fortin","Quebec","m",1981,NA,2014,2024,"Liberal","GenerationX","1961-1981",10,20,2014,33
"gilles_fortin","Quebec","m",1946,NA,1981,1989,"Liberal","Babyboom","1943-1960",8,16,1981,35
"luc_fortin","Quebec","m",1982,NA,2014,2018,"Liberal","Millenial","1982-2004",4,8,2014,32
"emilie_foster","Quebec","f",1980,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,38
"catherine_fournier","Quebec","f",1992,NA,2014,2024,"Parti Quebecois","Millenial","1982-2004",10,20,2014,22
"benoit_fradet","Quebec","m",1965,NA,1989,1994,"Liberal","GenerationX","1961-1981",5,10,1989,24
"raymond_francoeur","Quebec","m",1946,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,61
"richard_french","Quebec","m",1947,NA,1981,1989,"Liberal","Babyboom","1943-1960",8,16,1981,34
"liza_frulla","Quebec","f",1949,NA,1989,1998,"Liberal","Babyboom","1943-1960",9,18,1989,40
"andre_gabias","Quebec","m",1956,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,47
"diane_hamelin","Quebec","f",1951,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,61
"gabrielyvan_gagnon","Quebec","m",1951,NA,1994,2001,"Parti Quebecois","Babyboom","1943-1960",7,14,1994,43
"marcel_gagnon","Quebec","m",1936,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,40
"monique_gagnontremblay","Quebec","f",1940,NA,1985,2012,"Liberal","Silent","1925-1942",27,54,1985,45
"laurier_gardner","Quebec","m",1944,2019,1985,1989,"Liberal","Babyboom","1943-1960",4,8,1985,41
"roch_gardner","Quebec","m",1938,NA,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,28
"raymond_garneau","Quebec","m",1935,NA,1970,1978,"Liberal","Silent","1925-1942",8,16,1970,35
"jean_garon","Quebec","m",1938,2014,1976,1998,"Parti Quebecois","Silent","1925-1942",22,44,1976,38
"francine_gaudet","Quebec","f",1948,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,55
"francois_gaudreau","Quebec","m",1957,NA,1998,2003,"Action Democratique du Quebec","Babyboom","1943-1960",5,10,1998,41
"maryse_gaudreault","Quebec","f",1959,NA,2008,2024,"Liberal","Babyboom","1943-1960",16,32,2008,49
"sylvain_gaudreault","Quebec","m",1970,NA,2007,2024,"Parti Quebecois","GenerationX","1961-1981",17,34,2007,37
"andre_gaulin","Quebec","m",1936,NA,1994,1998,"Parti Quebecois","Silent","1925-1942",4,8,1994,58
"francoise_gauthier","Quebec","f",1953,NA,1998,2007,"Liberal","Babyboom","1943-1960",9,18,1998,45
"gilles_gauthier","Quebec","m",1935,2015,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,31
"michel_gauthier","Quebec","m",1950,2020,1981,1988,"Parti Quebecois","Babyboom","1943-1960",7,14,1981,31
"henrifrancois_gautrin","Quebec","m",1943,NA,1989,2014,"Liberal","Babyboom","1943-1960",25,50,1989,46
"real_gauvin","Quebec","m",1935,NA,1985,2003,"Liberal","Silent","1925-1942",18,36,1985,50
"rene_gauvreau","Quebec","m",1954,NA,2008,2012,"Parti Quebecois","Babyboom","1943-1960",4,8,2008,54
"francois_gendron","Quebec","m",1944,NA,1976,2018,"Parti Quebecois","Babyboom","1943-1960",42,84,1976,32
"serge_geoffrion","Quebec","m",1955,NA,1998,2003,"Parti Quebecois","Babyboom","1943-1960",5,10,1998,43
"jeanguy_gervais","Quebec","m",1940,2004,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,45
"ruba_ghazal","Quebec","f",1977,NA,2018,2024,"Quebec Solidaire","GenerationX","1961-1981",6,12,2018,41
"julien_giasson","Quebec","m",1927,2010,1970,1981,"Liberal","Silent","1925-1942",11,22,1970,43
"clement_gignac","Quebec","m",1955,NA,2008,2012,"Liberal","Babyboom","1943-1960",4,8,2008,53
"pierre_giguere","Quebec","m",1964,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,50
"pierre_gingras","Quebec","m",1952,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,55
"eric_girard","Quebec","m",1966,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,52
"eric_girard2","Quebec","m",1970,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,48
"jeandenis_girard","Quebec","m",1967,NA,2014,2018,"Liberal","GenerationX","1961-1981",4,8,2014,47
"nicolas_girard","Quebec","m",1972,NA,2003,2012,"Parti Quebecois","GenerationX","1961-1981",9,18,2003,31
"nadine_girault","Quebec","f",1959,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,59
"jeanclaude_gobe","Quebec","m",1949,NA,1985,2003,"Liberal","Babyboom","1943-1960",18,36,1985,36
"paul_gobeil","Quebec","m",1942,NA,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,43
"gerald_godin","Quebec","m",1938,1994,1976,1994,"Parti Quebecois","Silent","1925-1942",18,36,1976,38
"johanne_gonthier","Quebec","f",1954,NA,2007,2012,"Liberal","Babyboom","1943-1960",5,10,2007,53
"gerard_gosselin","Quebec","m",1945,NA,1976,1981,"Parti Quebecois","Babyboom","1943-1960",5,10,1976,31
"jeanfrancois_gosselin","Quebec","m",1975,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,32
"bertrand_goulet","Quebec","m",1944,NA,1976,1981,"Union Nationale","Babyboom","1943-1960",5,10,1976,32
"linda_goupil","Quebec","f",1961,NA,1998,2003,"Parti Quebecois","GenerationX","1961-1981",5,10,1998,37
"daniel_goyer","Quebec","m",1953,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,59
"ginette_grandmont","Quebec","f",1945,2019,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,62
"michel_gratton","Quebec","m",1939,NA,1970,1989,"Liberal","Silent","1925-1942",19,38,1970,31
"raymond_gravel","Quebec","m",1929,1994,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,47
"gilles_gregoire","Quebec","m",1926,2006,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,50
"marie_gregoire","Quebec","f",1965,NA,1998,2003,"Action Democratique du Quebec","GenerationX","1961-1981",5,10,1998,33
"agnes_grondin","Quebec","f",1967,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,51
"janvier_grondin","Quebec","m",1947,NA,2003,2012,"Action Democratique du Quebec","Babyboom","1943-1960",9,18,2003,56
"florian_guay","Quebec","m",1941,NA,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,29
"richard_guay","Quebec","m",1943,NA,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,33
"genevieve_guilbault","Quebec","f",1982,NA,2014,2024,"Coalition Avenir Quebec","Millenial","1982-2004",10,20,2014,32
"nancy_guillemette","Quebec","f",1969,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,49
"jean_habel","Quebec","m",1988,NA,2014,2018,"Liberal","Millenial","1982-2004",4,8,2014,26
"sam_hamad","Quebec","m",1958,NA,2003,2017,"Liberal","Babyboom","1943-1960",14,28,2003,45
"andre_hamel","Quebec","m",1937,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,48
"france_hamel","Quebec","f",1952,NA,2003,2007,"Liberal","Babyboom","1943-1960",4,8,2003,51
"paulyvon_hamel","Quebec","m",1934,1994,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,32
"guy_hardy","Quebec","m",1950,NA,2014,2018,"Liberal","Babyboom","1943-1960",4,8,2014,64
"louise_harel","Quebec","f",1946,NA,1981,2008,"Parti Quebecois","Babyboom","1943-1960",27,54,1981,35
"andre_harvey","Quebec","m",1939,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,31
"ghislain_harvey","Quebec","m",1946,NA,1973,1976,"Liberal","Babyboom","1943-1960",3,6,1973,27
"genevieve_hebert","Quebec","f",1973,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,45
"rejean_hebert","Quebec","m",1955,1972,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,57
"damien_hetu","Quebec","m",1926,2010,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,59
"david_heurtel","Quebec","m",1971,NA,2012,2018,"Liberal","GenerationX","1961-1981",6,12,2012,41
"veronique_hivon","Quebec","f",1970,NA,2008,2024,"Parti Quebecois","GenerationX","1961-1981",16,32,2008,38
"richard_holden","Quebec","m",1931,2005,1989,1994,"Equality Party","Silent","1925-1942",5,10,1989,58
"fatima_houdapepin","Quebec","f",1951,NA,1994,2014,"Liberal","Babyboom","1943-1960",20,40,1994,43
"albert_houde","Quebec","m",1931,NA,1981,1994,"Liberal","Silent","1925-1942",13,26,1981,50
"gilles_houde","Quebec","m",1932,2014,1966,1976,"Liberal","Silent","1925-1942",10,20,1966,34
"roger_houde","Quebec","m",1938,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,35
"clairehelene_hovington","Quebec","f",1944,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,41
"alexandre_iraca","Quebec","m",1970,NA,2012,2018,"Liberal","GenerationX","1961-1981",6,12,2012,42
"claire_isabelle","Quebec","f",1962,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,56
"francois_jacques","Quebec","m",1970,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,48
"yolande_james","Quebec","f",1977,NA,2003,2014,"Liberal","GenerationX","1961-1981",11,22,2003,26
"mireille_jean","Quebec","f",1960,NA,2014,2018,"Parti Quebecois","Babyboom","1943-1960",4,8,2014,54
"chantale_jeannotte","Quebec","f",1964,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,54
"monique_jeromeforget","Quebec","f",1940,NA,1998,2009,"Liberal","Silent","1925-1942",11,22,1998,58
"pierremarc_johnson","Quebec","m",1946,NA,1976,1987,"Parti Quebecois","Babyboom","1943-1960",11,22,1976,30
"daniel_johnsonjr","Quebec","m",1944,NA,1981,1998,"Liberal","Babyboom","1943-1960",17,34,1981,37
"simon_jolinbarrette","Quebec","m",1987,NA,2014,2024,"Coalition Avenir Quebec","Millenial","1982-2004",10,20,2014,27
"jeanpierre_jolivet","Quebec","m",1941,NA,1976,2001,"Parti Quebecois","Silent","1925-1942",25,50,1976,35
"jeana_joly","Quebec","m",1939,NA,1985,1994,"Liberal","Silent","1925-1942",9,18,1985,46
"guy_julien","Quebec","m",1945,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,49
"jonatan_julien","Quebec","m",1972,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,46
"carmen_juneau","Quebec","f",1934,1999,1981,1994,"Parti Quebecois","Silent","1925-1942",13,26,1981,47
"normand_jutras","Quebec","m",1948,NA,1994,2007,"Parti Quebecois","Babyboom","1943-1960",13,26,1994,46
"john_kehoe","Quebec","m",1934,NA,1981,1994,"Liberal","Silent","1925-1942",13,26,1981,47
"geoffrey_kelley","Quebec","m",1955,NA,1994,2018,"Liberal","Babyboom","1943-1960",24,48,1994,39
"gregory_kelley","Quebec","m",1986,NA,2018,2024,"Liberal","Millenial","1982-2004",6,12,2018,32
"george_kennedy","Quebec","m",1927,2003,1962,1976,"Liberal","Silent","1925-1942",14,28,1962,35
"amir_khadir","Quebec","m",1961,NA,2008,2018,"Quebec Solidaire","GenerationX","1961-1981",10,20,2008,47
"albert_khelfa","Quebec","m",1945,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,40
"robert_kieffer","Quebec","m",1946,NA,1994,2003,"Parti Quebecois","Babyboom","1943-1960",9,18,1994,48
"maka_kotto","Quebec","m",1961,NA,2008,2018,"Parti Quebecois","GenerationX","1961-1981",10,20,2008,47
"gilles_labbe","Quebec","m",1948,NA,1998,2003,"Parti Quebecois","Babyboom","1943-1960",5,10,1998,50
"henrie_laberge","Quebec","m",1932,2017,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,44
"christine_labrie","Quebec","f",1987,NA,2018,2024,"Quebec Solidaire","Millenial","1982-2004",6,12,2018,31
"bernard_lachance","Quebec","m",1935,2015,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,38
"stephanie_lachance","Quebec","f",1970,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,48
"bernard_lachapelle","Quebec","m",1931,1993,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,42
"huguette_lachapelle","Quebec","f",1942,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,39
"mathieu_lacombe","Quebec","m",1988,NA,2018,2024,"Coalition Avenir Quebec","Millenial","1982-2004",6,12,2018,30
"jeanmarc_lacoste","Quebec","m",1949,NA,1976,1981,"Parti Quebecois","Babyboom","1943-1960",5,10,1976,27
"louisphilippe_lacroix","Quebec","m",1926,2006,1962,1976,"Liberal","Silent","1925-1942",14,28,1962,36
"andree_laforest","Quebec","f",1966,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,52
"mario_laframboise","Quebec","m",1957,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,57
"paul_lafrance","Quebec","m",1932,NA,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,38
"yvon_lafrance","Quebec","m",1944,NA,1989,1994,"Liberal","Babyboom","1943-1960",5,10,1989,45
"ian_lafreniere","Quebec","m",1972,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,46
"marcel_lafreniere","Quebec","m",1939,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,42
"rejean_lafreniere","Quebec","m",1935,2016,1989,2007,"Liberal","Silent","1925-1942",18,36,1989,54
"georges_lalande","Quebec","m",1939,NA,1976,1981,"Liberal","Silent","1925-1942",5,10,1976,37
"jeanpaul_lallier","Quebec","m",1938,2016,1970,1976,"Liberal","Silent","1925-1942",6,12,1970,32
"fernand_lalonde","Quebec","m",1932,NA,1973,1984,"Liberal","Silent","1925-1942",11,22,1973,41
"diane_lamarre","Quebec","f",1955,NA,2014,2018,"Parti Quebecois","Babyboom","1943-1960",4,8,2014,59
"andre_lamontagne","Quebec","m",1960,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,54
"robert_lamontagne","Quebec","m",1933,2019,1970,1981,"Liberal","Silent","1925-1942",11,22,1970,37
"denis_lamothe","Quebec","m",1958,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,60
"jeansebastien_lamoureux","Quebec","m",1974,NA,1998,2001,"Liberal","GenerationX","1961-1981",3,6,1998,24
"michele_lamquinethier","Quebec","f",1946,NA,1994,2007,"Liberal","Babyboom","1943-1960",13,26,1994,48
"marcel_landry","Quebec","m",1947,NA,1994,1998,"Parti Quebecois","Babyboom","1943-1960",4,8,1994,47
"patrice_laplante","Quebec","m",1929,NA,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,47
"linda_lapointe","Quebec","f",1960,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,47
"lisette_lapointe","Quebec","f",1943,NA,2007,2012,"Parti Quebecois","Babyboom","1943-1960",5,10,2007,64
"roger_lapointe","Quebec","m",1940,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,33
"eric_laporte","Quebec","m",1976,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,31
"michel_laporte","Quebec","m",1955,NA,1985,1989,"Liberal","Babyboom","1943-1960",4,8,1985,30
"pierreetienne_laporte","Quebec","m",1934,2020,1994,2003,"Liberal","Silent","1925-1942",9,18,1994,60
"benoit_laprise","Quebec","m",1932,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,62
"jeanguy_lariviere","Quebec","m",1930,NA,1970,1981,"Liberal","Silent","1925-1942",11,22,1970,40
"elizabeth_larouche","Quebec","f",1953,NA,2012,2014,"Parti Quebecois","Babyboom","1943-1960",2,4,2012,59
"rene_larouche","Quebec","m",1944,NA,1985,1991,"Liberal","Babyboom","1943-1960",6,12,1985,41
"gerard_latulippe","Quebec","m",1944,NA,1985,1989,"Liberal","Babyboom","1943-1960",4,8,1985,41
"paulandre_latulippe","Quebec","m",1941,NA,1970,1973,"Parti Creditiste","Silent","1925-1942",3,6,1970,29
"lise_lavallee","Quebec","f",1957,NA,2014,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",10,20,2014,57
"laurent_lavigne","Quebec","m",1935,2017,1976,1985,"Parti Quebecois","Silent","1925-1942",9,18,1976,41
"therese_lavoieroux","Quebec","f",1928,2009,1976,1989,"Liberal","Silent","1925-1942",13,26,1976,48
"stephane_lebouyonnec","Quebec","m",1962,NA,2012,2014,"Coalition Avenir Quebec","GenerationX","1961-1981",2,4,2012,50
"richard_lehir","Quebec","m",1947,2018,1994,1998,"Parti Quebecois","Babyboom","1943-1960",4,8,1994,47
"gerard_lebel","Quebec","m",1930,NA,1966,1970,"Union Nationale","Silent","1925-1942",4,8,1966,36
"harold_lebel","Quebec","m",1962,NA,2014,2024,"Parti Quebecois","GenerationX","1961-1981",10,20,2014,52
"sonia_lebel","Quebec","f",1968,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,50
"denise_leblanc","Quebec","f",1949,1999,1976,1985,"Parti Quebecois","Babyboom","1943-1960",9,18,1976,27
"diane_leblanc","Quebec","f",1954,NA,1994,2007,"Liberal","Babyboom","1943-1960",13,26,1994,40
"lucie_leblanc","Quebec","f",1962,NA,2007,2008,"Action Democratique du Quebec","GenerationX","1961-1981",1,2,2007,45
"guy_leclair","Quebec","m",1968,NA,2008,2018,"Parti Quebecois","GenerationX","1961-1981",10,20,2008,40
"jean_leclerc","Quebec","m",1958,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,27
"henri_lecours","Quebec","m",1933,NA,1973,1976,"Liberal","Silent","1925-1942",3,6,1973,40
"isabelle_lecours","Quebec","f",1971,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,47
"lucie_lecours","Quebec","f",1964,NA,2018,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",6,12,2018,54
"charlotte_lecuyer","Quebec","f",1943,2021,2003,2014,"Liberal","Babyboom","1943-1960",11,22,2003,60
"claude_lecuyer","Quebec","m",1947,NA,2007,2008,"Action Democratique du Quebec","Babyboom","1943-1960",1,2,2007,60
"alexandre_leduc","Quebec","m",1984,NA,2018,2024,"Quebec Solidaire","Millenial","1982-2004",6,12,2018,34
"germain_leduc","Quebec","m",1931,1989,1981,1985,"Liberal","Silent","1925-1942",4,8,1981,50
"guy_leduc","Quebec","m",1928,2011,1966,1976,"Liberal","Silent","1925-1942",10,20,1966,38
"lyse_leduc","Quebec","f",1938,NA,1994,2003,"Parti Quebecois","Silent","1925-1942",9,18,1994,56
"michel_leduc","Quebec","m",1940,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,41
"charlesa_lefebvre","Quebec","m",1929,2014,1976,1981,"Parti Quebecois","Silent","1925-1942",5,10,1976,47
"elsie_lefebvre","Quebec","f",1979,NA,2003,2007,"Parti Quebecois","GenerationX","1961-1981",4,8,2003,24
"eric_lefebvre","Quebec","m",1971,NA,2014,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",10,20,2014,43
"jeanpaul_lefebvre","Quebec","m",1926,2009,1966,1970,"Liberal","Silent","1925-1942",4,8,1966,40
"roger_lefebvre","Quebec","m",1943,NA,1985,1998,"Liberal","Babyboom","1943-1960",13,26,1985,42
"sylvain_legare","Quebec","m",1970,NA,2003,2008,"Action Democratique du Quebec","GenerationX","1961-1981",5,10,2003,33
"diane_legault","Quebec","f",1956,NA,2003,2006,"Liberal","Babyboom","1943-1960",3,6,2003,47
"francois_legault","Quebec","m",1957,NA,1998,2024,"Parti Quebecois","Babyboom","1943-1960",26,52,1998,41
"yolande_legault","Quebec","f",1941,2018,1985,1989,"Liberal","Silent","1925-1942",4,8,1985,44
"richard_legendre","Quebec","m",1953,NA,1998,2007,"Parti Quebecois","Babyboom","1943-1960",9,18,1998,45
"marcel_leger","Quebec","m",1930,1993,1970,1985,"Parti Quebecois","Silent","1925-1942",15,30,1970,40
"gilles_lehouillier","Quebec","m",1953,NA,2008,2012,"Liberal","Babyboom","1943-1960",4,8,2008,55
"carlos_leitao","Quebec","m",1956,NA,2014,2024,"Liberal","Babyboom","1943-1960",10,20,2014,58
"gaetan_lelievre","Quebec","m",1962,NA,2012,2018,"Parti Quebecois","GenerationX","1961-1981",6,12,2012,50
"guy_lelievre","Quebec","m",1952,2021,1994,2008,"Parti Quebecois","Babyboom","1943-1960",14,28,1994,42
"henri_lemay","Quebec","m",1939,NA,1981,1985,"Parti Quebecois","Silent","1925-1942",4,8,1981,42
"martin_lemay","Quebec","m",1964,NA,2003,2012,"Parti Quebecois","GenerationX","1961-1981",9,18,2003,39
"mathieu_lemay","Quebec","m",1979,NA,2014,2024,"Coalition Avenir Quebec","GenerationX","1961-1981",10,20,2014,35
"diane_lemieux","Quebec","f",1961,NA,1998,2007,"Parti Quebecois","GenerationX","1961-1981",9,18,1998,37
"jeanguy_lemieux","Quebec","m",1947,NA,1985,1994,"Liberal","Babyboom","1943-1960",9,18,1985,38
"louis_lemieux","Quebec","m",1957,NA,2018,2024,"Coalition Avenir Quebec","Babyboom","1943-1960",6,12,2018,61
